,amt.pledged,blurb,by,category,currency,goal,location,num.backers,num.backers.tier,pledge.tier,title,url
819,116064.0,"
Precise 2D action! Play solo or team up with other players! Craft and customize your weapons to your liking! Art by Paul Robertson!
",Tribute Games,Video Games,usd,75000.0,"Montreal, Canada",3880,"[2815, 505, 237, 70, 137, 35, 12, 5, 1]","[15.0, 30.0, 60.0, 80.0, 100.0, 250.0, 500.0, 1500.0, 2000.0]",Mercenary Kings,/projects/322438897/mercenary-kings
820,133341.0,"
Be a part of ""An Evening with Neil Gaiman & Amanda Palmer…"" whether you want to attend the shows, or live a million miles away…
",Amanda Palmer,Music,usd,20000.0,"Boston, MA",3873,"[1941, 721, 214, 242, 156, 540, 12, 6, 6, 6, 6, 6, 4]","[1.0, 25.0, 30.0, 50.0, 50.0, 100.0, 200.0, 500.0, 500.0, 500.0, 500.0, 500.0, 2500.0]",An Evening With Neil Gaiman & Amanda Palmer,/projects/amandapalmer/an-evening-with-neil-gaiman-and-amanda-palmer
821,100571.0,"
Explore, eat stuff, be a Bear!
",Farjay Studios,Video Games,usd,29500.0,"Portland, OR",3871,"[38, 2325, 532, 117, 156, 177, 211, 35, 36, 20, 26, 20, 11, 12, 8, 50, 8, 1, 5, 3, 1, 0, 1]","[5.0, 15.0, 20.0, 30.0, 40.0, 50.0, 60.0, 75.0, 80.0, 80.0, 80.0, 80.0, 80.0, 85.0, 90.0, 100.0, 135.0, 165.0, 175.0, 250.0, 500.0, 750.0, 1000.0]",Bear Simulator,/projects/1330754003/bear-simulator
822,85563.0,"
A unique tableau-building game where players hire adventurers from a tavern to complete epic quests and gain glory for their guild!
",Daily Magic Games,Tabletop Games,usd,8000.0,"Seattle, WA",3869,"[66, 3765]","[8.0, 17.0]",Quests of Valeria,/projects/dailymagicgames/quests-of-valeria
823,158583.0,"
Reduce your wallet size by 50+% with RFID blocking. Solve 5 wallet problems, add functionality w/out losing pockets or features.
",Kiril and Catherine Alexandrov,Technology,usd,22000.0,"Cambridge, MA",3864,"[2, 283, 373, 179, 104, 857, 322, 383, 123, 208, 107, 495, 126, 126, 157]","[5.0, 20.0, 30.0, 30.0, 30.0, 35.0, 35.0, 35.0, 35.0, 35.0, 40.0, 40.0, 40.0, 40.0, 45.0]",Big Skinny Wallets: Worlds Thinnest Wallets w/ RFID blocking,/projects/576100457/big-skinny-wallets-worlds-thinnest-wallets-w-rfid
824,1052110.0,"
castAR: bridging the physical world with the virtual worlds; 3D holographic like projections in AR, fully immersive environments in VR
",Technical Illusions,Hardware,usd,400000.0,"Seattle, WA",3863,"[406, 604, 300, 75, 11, 11, 8, 199, 1335, 152, 544, 78, 49, 13, 5, 0, 2, 0]","[1.0, 3.0, 20.0, 35.0, 60.0, 75.0, 85.0, 189.0, 285.0, 355.0, 395.0, 745.0, 900.0, 900.0, 3500.0, 6000.0, 10000.0, 10000.0]",castAR: the most versatile AR & VR system,/projects/technicalillusions/castar-the-most-versatile-ar-and-vr-system
825,102102.0,"
The party game of hidden roles and social deduction that is always a blast! ""4th Best Game OF ALL TIME"" (Shut Up and Sit Down)!
",Alan Gerding,Tabletop Games,usd,10000.0,"Cleveland, OH",3863,"[181, 2776, 211, 402, 60, 125, 17, 15, 22, 30]","[3.0, 20.0, 33.0, 40.0, 45.0, 50.0, 95.0, 99.0, 100.0, 160.0]",TWO ROOMS and a BOOM!,/projects/gerdling/two-rooms-and-a-boom
826,594602.0,"
An innovative fashion watch that everyone, including the blind, can touch to tell time. Telling time shouldn't require vision.
",Eone Timepieces,Product Design,usd,40000.0,"Washington, DC",3861,"[27, 115, 1161, 681, 1105, 91, 177, 123, 285, 25, 4, 1]","[25.0, 128.0, 128.0, 128.0, 135.0, 225.0, 225.0, 225.0, 235.0, 500.0, 1000.0, 2500.0]",The Bradley: A Timepiece Designed to Touch and See,/projects/eone/the-bradley-a-timepiece-designed-to-touch-and-see
827,161169.0,"
TWO smutty comics, kickstartin' together! Come grab Iron Circus Comics' FIRST smutty GN and the My Monster Boyfriend anthology!
",IronSpike,Graphic Novels,usd,40000.0,"Chicago, IL",3851,"[161, 111, 363, 25, 1076, 269, 25, 155, 48, 915, 25, 46, 179, 33, 105, 97, 167, 2, 35, 3, 2]","[8.0, 15.0, 15.0, 15.0, 23.0, 30.0, 30.0, 38.0, 38.0, 45.0, 45.0, 45.0, 53.0, 60.0, 75.0, 75.0, 105.0, 115.0, 145.0, 190.0, 265.0]",The Smut Peddler Double Header!,/projects/ironspike/the-smut-peddler-double-header
828,171764.0,"
Foldio allows anybody with a smartphone to easily take high quality pictures. The new level of possibilities in Smartphone photography!
",orange monkie,Product Design,usd,10000.0,"Los Angeles, CA",3850,"[58, 300, 861, 2616]","[1.0, 27.0, 34.0, 43.0]",FOLDIO - Portable photo studio,/projects/orangemonkie/foldio-the-1st-foldable-studio-for-smartphone
829,195221.0,"
Unique design allows you to easily capo your guitar with just your fretting hand. Beautifully inlaid with abalone shell & exotic woods.
",Chris & Thalia Bradley,Product Design,usd,10000.0,"Orinda, CA",3846,"[37, 200, 200, 1568, 686, 940, 183, 20]","[5.0, 25.0, 30.0, 35.0, 40.0, 60.0, 60.0, 150.0]",THALIA GUITAR CAPOS,/projects/1055514427/thalia-guitar-capos
830,402214.0,"
2 Active Numbers in 1 - Use one simplest device and one smart-phone app to manage and control all the stuff in your second phone
",PIECE,Technology,cad,35000.0,"Hong Kong, Hong Kong",3846,"[81, 46, 399, 499, 598, 327, 600, 575, 425, 228, 2, 9, 36]","[0.77, 19.0, 50.0, 54.0, 57.0, 61.0, 61.0, 69.0, 92.0, 107.0, 383.0, 383.0, 422.0]",PIECE - Change The Way You Use Smart Phones,/projects/35224746/piece-change-the-way-you-use-smart-phones
831,116398.0,"
Open world futuristic freerun / parkour game inspired by great games like Jet Set Radio and Mirror's Edge
",Midgar Studio,Video Games,usd,38000.0,"Nimes, France",3843,"[10, 100, 2090, 100, 544, 100, 101, 100, 289, 100, 138, 50, 25, 12, 3, 1, 1, 0, 0]","[5.0, 10.0, 15.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 70.0, 80.0, 150.0, 200.0, 300.0, 500.0, 750.0, 1500.0, 5000.0, 10000.0]",Hover : Revolt Of Gamers,/projects/midgarstudio/hover-revolt-of-gamers
832,250303.0,"
The MST3K guys are roasting THE ROOM, SHARKNADO 2, MIAMI CONNECTION + SANTA & THE ICE CREAM BUNNY for LIVE SHOWS in 700+ Movie Theaters
","RiffTrax: Mike, Bill & Kevin",Comedy,usd,75000.0,"San Diego, CA",3842,"[173, 335, 414, 81, 275, 287, 350, 530, 930, 123, 74, 126, 45, 5, 5, 5, 5, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 14]","[5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 45.0, 50.0, 75.0, 100.0, 150.0, 175.0, 250.0, 500.0, 500.0, 500.0, 500.0, 1000.0, 1000.0, 1000.0, 1015.0, 1015.0, 1015.0, 1025.0, 1025.0, 1025.0, 1050.0, 1050.0, 1050.0, 1500.0]","RiffTrax Live 2015: THE ROOM, MIAMI CONNECTION, SHARKNADO 2!",/projects/rifftrax/rifftrax-live-2015-the-crappening-we-riff-the-room
833,219263.0,"
A documentary searching for Alice Guy-Blaché, who at 23 was the first female director, became a powerful figure in film, then vanished.
",Pamela Green and Jarik van Sluijs,Documentary,usd,200000.0,"Los Angeles, CA",3840,"[303, 343, 242, 173, 150, 93, 56, 605, 160, 177, 17, 143, 124, 54, 75, 27, 41, 7, 8, 9, 76, 10, 99, 40, 60, 5, 5, 4, 18, 10, 19, 15, 18, 16, 15, 2, 7, 0, 4, 9, 0, 1, 1, 0, 0, 0, 0]","[1.0, 10.0, 15.0, 19.0, 25.0, 29.0, 30.0, 35.0, 39.0, 40.0, 45.0, 49.0, 50.0, 55.0, 59.0, 65.0, 69.0, 75.0, 85.0, 90.0, 95.0, 99.0, 100.0, 110.0, 120.0, 125.0, 130.0, 140.0, 150.0, 160.0, 165.0, 175.0, 250.0, 300.0, 500.0, 750.0, 1000.0, 1250.0, 1500.0, 2500.0, 3500.0, 5000.0, 6000.0, 7500.0, 8000.0, 9999.0, 10000.0]",Be Natural: The untold story of Alice Guy-Blach\xe9.,/projects/benatural/be-natural-the-untold-story-of-alice-guy-blache
834,61915.0,"
Multi-use cards, planets to colonize or conquer, and tech to master—all for 2 players in 10 epic minutes (Includes TMG Promos!)
",Michael Mindes,Tabletop Games,usd,5000.0,"Mountain Green, UT",3838,"[2597, 1083, 149]","[10.0, 16.0, 46.0]",Eminent Domain: MICROCOSM + TMG Promos,/projects/michaelmindes/eminent-domain-microcosm-tmg-promos
835,405937.0,"
Join Adrian Grenier, Josh Zeman & world renowned scientists to find the elusive '52 Hertz' whale and fight Ocean Noise Pollution.
",Adrian Grenier and Josh Zeman,Film &amp; Video,usd,300000.0,"Los Angeles, CA",3833,"[261, 117, 373, 70, 203, 713, 662, 75, 248, 281, 10, 20, 124, 49, 37, 10, 10, 21, 8, 29, 7, 1, 6, 12, 2, 5, 1, 0, 3, 1, 1, 2, 1, 1]","[5.0, 7.0, 10.0, 10.0, 15.0, 20.0, 25.0, 30.0, 50.0, 65.0, 75.0, 100.0, 100.0, 100.0, 100.0, 115.0, 200.0, 250.0, 400.0, 500.0, 500.0, 500.0, 500.0, 500.0, 650.0, 1500.0, 1500.0, 1500.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 7500.0]",Help Find the Lonely Whale with Adrian Grenier & Josh Zeman,/projects/lonelywhale/help-us-find-lonely-whale
836,402640.0,"
Every top is meticulously checked to ensure only perfectly balanced tops receive a serial number and carry the ForeverSpin™ seal.
",ForeverSpin.com,Games,cad,5000.0,"Toronto, Canada",3831,"[36, 50, 50, 618, 50, 50, 874, 61, 50, 519, 22, 70, 338, 69, 39, 75, 194, 142, 61, 25, 119, 0, 44, 5, 93]","[4.0, 16.0, 25.0, 25.0, 26.0, 30.0, 31.0, 34.0, 40.0, 51.0, 52.0, 52.0, 68.0, 76.0, 79.0, 88.0, 141.0, 165.0, 177.0, 253.0, 262.0, 298.0, 405.0, 431.0, 609.0]","ForeverSpin\u2122 2.0- Spinning Top, Precise, Durable and Elegant",/projects/1251371853/foreverspintm-20-precise-durable-and-elegant
837,234407.0,"
Meet WayCap. The new coffee capsule compatible with Nespresso® machines, in stainless steel, infinitely reusable and eco-friendly.
",WayCap,Product Design,eur,20000.0,"Turin, Italy",3827,"[48, 20, 1265, 20, 94, 163, 20, 10, 892, 20, 30, 70, 459, 40, 81, 5, 33, 8, 9, 309, 5, 20, 76, 5, 42, 55]","[3.0, 27.0, 34.0, 34.0, 42.0, 43.0, 46.0, 48.0, 57.0, 59.0, 59.0, 65.0, 65.0, 67.0, 74.0, 79.0, 83.0, 84.0, 91.0, 98.0, 115.0, 139.0, 144.0, 152.0, 187.0, 227.0]",WayCap - Refillable Coffee Capsule for Nespresso\xae Machines.,/projects/waycap/waycap-refillable-coffee-capsule-for-nespresso-mac
838,55588.0,"
BoardGameGeek Micro #1 - ""I Hate Zombies."" is a fun, quick game of terrible hordes of zombies and the people that hate them.
",BoardGameGeek,Tabletop Games,usd,20000.0,"Dallas, TX",3811,"[1844, 256, 1048, 243, 30, 183, 109, 18, 62]","[8.0, 9.0, 11.0, 15.0, 17.0, 20.0, 22.0, 25.0, 43.0]",I Hate Zombies. - BoardGameGeek Micro Game #1!,/projects/boardgamegeek/boardgamegeek-micro-game-1-i-hate-zombies
839,272851.0,"
Transform your smart phone, tablet, smart watch, or PC into an engine check diagnostic tool, trip computer, performance meter, and more
Miss our campaign?
",PLX Devices,Hardware,usd,25000.0,"Sunnyvale, CA",3801,"[6, 2000, 1000, 349, 28, 350, 8, 3, 16, 9]","[5.0, 59.0, 69.0, 79.0, 110.0, 118.0, 249.0, 249.0, 295.0, 590.0]",Kiwi 3 - OBD Car to Smartphone Interface Reinvented,/projects/plxdevices/kiwi-3-obd-car-to-smartphone-interface-reinvented
840,250421.0,"
Premium performance shirts that don't stink! Designed for the gym, the city, and everywhere in between.
",Y Athletics,Fashion,usd,35000.0,"Los Angeles, CA",3801,"[11, 250, 1445, 146, 1000, 54, 792, 52]","[10.0, 30.0, 34.0, 39.0, 64.0, 74.0, 90.0, 105.0]",SilverAir SHIRT: Odorless Shirts Made With Pure Silver,/projects/yathletics/silverair-odorless-athletic-shirts-made-with-pure
841,163820.0,"
The most compact wallet possible, no folding bills necessary. Holds 10 cards and 15 bills in three pockets plus reversible ID window.
",David Jackson,Product Design,usd,6000.0,"San Francisco, CA",3797,"[261, 204, 500, 744, 102, 342, 62, 89, 298, 59, 123, 33, 129, 76, 183, 209, 30, 115, 19, 34, 95, 11, 34, 24, 1]","[29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 39.0, 49.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 79.0, 99.0, 999.0]","Wrap Wallet - The best wallet in the world, made in the USA",/projects/innodave/wrap-wallet-small-and-thin-yet-still-completely-fu
842,582634.0,"
",Erasnep LLC,Gadgets,usd,10000.0,"Orlando, FL",3792,"[85, 150, 175, 99, 366, 150, 142, 255, 823, 273, 42, 50, 389, 352, 33, 50, 100, 50, 85, 72, 3, 2]","[49.0, 69.0, 69.0, 69.0, 69.0, 89.0, 89.0, 129.0, 129.0, 129.0, 129.0, 159.0, 159.0, 159.0, 159.0, 159.0, 229.0, 229.0, 289.0, 289.0, 289.0, 2900.0]",Keplero Luxury Wallet - Strong RFID-Blocking,/projects/381277743/keplero-luxury-wallet
843,298436.0,"
How does change happen? We go on a trip with Robert Reich outside the “bubble” to reach folks in the heartland of America to find out.
",Jacob Kornbluth,Documentary,usd,256500.0,"Berkeley, CA",3790,"[251, 824, 654, 155, 453, 86, 87, 100, 100, 44, 24, 200, 97, 50, 21, 16, 22, 30, 60, 39, 12, 5, 0, 1, 2, 2, 5]","[1.0, 10.0, 27.0, 35.0, 50.0, 65.0, 75.0, 75.0, 100.0, 100.0, 125.0, 150.0, 150.0, 150.0, 150.0, 150.0, 200.0, 200.0, 250.0, 250.0, 500.0, 1000.0, 1500.0, 2000.0, 3500.0, 6500.0, 10000.0]",Saving Capitalism - Starring Robert Reich,/projects/savingcapitalism/saving-capitalism-starring-robert-reich
844,816274.0,"
MERCS: Recon is a fully cooperative, stand-alone game set in the exciting MERCS world.
",MERCS Miniatures,Tabletop Games,usd,50000.0,"Indianapolis, IN",3790,"[72, 370, 11, 6, 1979, 1241, 6]","[10.0, 40.0, 60.0, 60.0, 120.0, 200.0, 1500.0]",MERCS: Recon,/projects/megacongames/mercs-recon
845,167590.0,"
Zombie Playground is a game where you take the role of a kid during a zombie apocalypse as seen through a child's imagination.
",Massive Black Inc,Video Games,usd,100000.0,"San Francisco, CA",3787,"[34, 25, 1418, 88, 699, 206, 54, 26, 98, 185, 31, 309, 33, 26, 142, 76, 117, 29, 47, 14, 10, 19, 2, 2, 1, 1, 0, 0, 0, 0]","[5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0, 65.0, 70.0, 75.0, 85.0, 100.0, 150.0, 200.0, 300.0, 400.0, 500.0, 1500.0, 2000.0, 3000.0, 5000.0, 7500.0, 9000.0, 9900.0, 10000.0]","Zombie Playground (#zpg) - 3D Action, Online Battle RPG",/projects/massiveblack/zombie-playground-zpg-3d-action-online-battle-rpg
846,565944.0,"
A dark co-op campaign for 1-4 players.  Battle Vampires and other Night Creatures as you hunt the Vampire Lord from Den to Den.
",Dark Gate Games,Tabletop Games,usd,40000.0,"Brooklyn, NY",3785,"[730, 149, 249, 401, 2129, 16, 8]","[1.0, 80.0, 90.0, 125.0, 135.0, 375.0, 750.0]",Vampire Hunters,/projects/1900818244/vampire-hunters-0
847,233228.0,"
Nurugo Micro is the smallest and lightest digital microscope with 400x magnification and high resolution.
",NURUGO,Gadgets,usd,50000.0,"West Hollywood, CA",3784,"[44, 19, 100, 785, 468, 279, 1043, 685, 134, 125, 34, 17, 11, 3, 13, 8]","[1.0, 5.0, 39.0, 39.0, 39.0, 44.0, 49.0, 54.0, 94.0, 104.0, 194.0, 219.0, 380.0, 430.0, 559.0, 3700.0]",Nurugo Micro : The Smallest 400x Microscope for Smartphone,/projects/1139883873/nurugo-micro-discovery-begins-with-nurugo-micro
848,843743.0,"
Air Bonsai is a floating star.
How would you like to plant your country's very own bonsai and make a wish on that ""little star""?
",Hoshinchu Air Bonsai Garden,Product Design,usd,80000.0,"Tokyo, Japan",3784,"[250, 55, 329, 19, 147, 60, 500, 118, 1800, 400, 20, 10, 5, 3]","[1.0, 10.0, 15.0, 25.0, 30.0, 60.0, 200.0, 200.0, 230.0, 230.0, 500.0, 800.0, 1000.0, 10000.0]","Air Bonsai | Create your ""little star""",/projects/1280002828/air-bonsai-create-your-little-star
849,82577.0,"
SHADOW is a mobile application that helps you remember and record your dreams.
#LETSBUILDSHADOW
",hunter lee soik,Software,usd,50000.0,"New York, NY",3784,"[112, 310, 22, 898, 44, 799, 386, 73, 31, 1, 45, 18, 50, 50, 16, 50, 50, 2, 138, 69, 37, 4, 3, 7, 50, 50, 35, 27, 14, 21, 52, 2, 13, 16, 50, 3, 19, 15, 18, 5, 8, 18, 24, 5]","[2.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 16.0, 16.0, 16.0, 16.0, 16.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 25.0, 25.0, 25.0, 25.0, 40.0, 40.0, 40.0, 40.0, 40.0, 50.0, 50.0, 60.0, 60.0, 60.0, 60.0, 100.0, 100.0, 100.0, 100.0, 120.0, 160.0, 180.0, 200.0, 200.0, 325.0, 325.0]",SHADOW | Community of Dreamers,/projects/hunterleesoik/shadow-community-of-dreamers
850,1032443.0,"
We heard you, it's here: advanced off-grid cooking and charging for groups, powered by wood. Can your stove do that?
",BioLite,Technology,usd,45000.0,"Brooklyn, NY",3783,"[295, 50, 40, 500, 225, 2517, 2]","[5.0, 25.0, 50.0, 299.0, 299.0, 299.0, 5000.0]",BioLite BaseCamp Stove | Turn Fire into Electricity,/projects/biolite/biolite-basecamp-stove-turn-fire-into-electricity
851,140000.0,"
Prismata is an energetic online game that distills real-time strategy down to its purest form, and removes the ""real-time"".
",Lunarch Studios,Video Games,cad,140000.0,"Waterloo, Canada",3783,"[329, 400, 200, 250, 304, 100, 250, 250, 473, 350, 72, 200, 67, 70, 299, 29, 27, 9, 33, 6, 3, 6, 15, 1, 0, 0]","[0.88, 15.0, 16.0, 17.0, 19.0, 22.0, 23.0, 24.0, 25.0, 25.0, 35.0, 44.0, 49.0, 60.0, 69.0, 79.0, 119.0, 125.0, 221.0, 221.0, 221.0, 221.0, 441.0, 1002.0, 2005.0, 3007.0]",PRISMATA: A New Hybrid Game of Pure Strategy,/projects/lunarchstudios/prismata-a-new-hybrid-game-of-pure-strategy
852,106729.0,"
A bizarre and beautiful 2D adventure about a minister in Hell made by a one-man team.
",Thomas Brush,Video Games,usd,28000.0,"Greenville, SC",3780,"[62, 300, 1320, 200, 1243, 100, 137, 174, 142, 30, 10, 2]","[5.0, 10.0, 15.0, 20.0, 25.0, 35.0, 40.0, 65.0, 100.0, 200.0, 400.0, 1000.0]",Pinstripe \u2014 An Adventure Through Hell,/projects/80348891/pinstripe-an-adventure-through-hell
853,140600.0,"
Weather Point is an individual keychain weather station. Measures temperature, humidity, UV, atmospheric pressure on your mobile device
",Mind Lab,Gadgets,usd,25000.0,"New York, NY",3769,"[20, 600, 88, 300, 824, 100, 1142, 31, 85, 173, 11, 288, 15, 23, 16, 27, 17, 2]","[1.0, 19.0, 23.0, 25.0, 29.0, 35.0, 39.0, 40.0, 49.0, 55.0, 57.0, 70.0, 75.0, 79.0, 85.0, 110.0, 179.0, 250.0]",Weather Point 2.0 - The World\u2019s Smallest Weather Station,/projects/weatherpoint/weather-point-20-the-worlds-smallest-weather-stati
854,321005.0,"
The far-out sequel to the mega-popular One Night Ultimate Werewolf. This time, the app is the star with dynamic roles and narration!
",Bezier Games,Tabletop Games,usd,5000.0,"Knoxville, TN",3769,"[2679, 133, 324, 333, 170, 87]","[25.0, 100.0, 100.0, 150.0, 250.0, 350.0]",One Night Ultimate Alien,/projects/tedalspach/one-night-ultimate-alien
855,487241.0,"
Introducing the KILO CUBE by Forge Solid.  Geometrically perfect, it's crafted from 1 kg of aerospace grade Tungsten (W).
",Jaime Raijman,Design,usd,5000.0,"Houston, TX",3763,"[100, 669, 442, 100, 532, 850, 92, 17, 527, 35, 249, 17, 11, 4, 17, 24]","[19.0, 24.0, 36.0, 64.0, 69.0, 79.0, 127.0, 149.0, 199.0, 209.0, 269.0, 289.0, 490.0, 499.0, 549.0, 729.0]",Forge Solid KILO: Denser than solid uranium,/projects/1014603694/forge-solid-denser-than-solid-uranium
856,289888.0,"
Performance apparel scientifically proven to outperform every major sportswear brand. Stay cooler & drier than ever before. Guaranteed.
",Will and Vince Simon,Wearables,usd,25000.0,"Washington, DC",3759,"[47, 500, 200, 445, 500, 250, 500, 440, 9, 400, 251, 8, 3, 191, 2, 0, 0]","[1.0, 35.0, 39.0, 39.0, 60.0, 60.0, 66.0, 69.0, 75.0, 110.0, 125.0, 145.0, 210.0, 225.0, 1000.0, 10000.0, 10000.0]",The Best Workout Shirt Ever Made. Guaranteed.,/projects/sivil/the-best-workout-shirt-ever-made-guaranteed
857,718152.0,"
An epic fantasy miniatures war game set in a stunning world. Beautiful miniatures, great art and fast rules!
",CoolMiniOrNot,Tabletop Games,usd,50000.0,"Atlanta, GA",3756,"[859, 291, 200, 805, 200, 1314]","[1.0, 50.0, 90.0, 100.0, 190.0, 200.0]",Wrath of Kings,/projects/coolminiornot/wrath-of-kings
858,217036.0,"
Ava's Demon is a science fiction webcomic about a girl named Ava and the demon haunting her. Help fund its first book!
",Michelle Czajkowski,Comics,usd,12000.0,"Burbank, CA",3756,"[398, 202, 2008, 471, 94, 75, 71, 274, 21, 53, 16, 3, 9, 10, 1, 0]","[10.0, 20.0, 30.0, 55.0, 65.0, 85.0, 100.0, 150.0, 200.0, 250.0, 300.0, 400.0, 500.0, 1000.0, 5000.0, 10000.0]",Ava's Demon: Book One,/projects/1908899476/avas-demon-book-one
859,207980.0,"
Hey,
Some might call it beating a dead horse. We call it recording an album. Help us!
",Five Iron Frenzy,Rock,usd,30000.0,"Denver, CO",3755,"[55, 306, 715, 661, 48, 30, 200, 423, 39, 15, 269, 79, 186, 83, 10, 110, 2, 11, 58, 51, 4, 74, 23, 250, 5, 10, 4, 1, 2, 2]","[1.0, 5.0, 15.0, 30.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 60.0, 70.0, 70.0, 75.0, 100.0, 100.0, 100.0, 100.0, 100.0, 150.0, 200.0, 200.0, 225.0, 400.0, 500.0, 750.0, 1500.0, 1500.0]",New Five Iron Frenzy Album!!!!,/projects/fiveironfrenzy/new-five-iron-frenzy-album
860,300319.0,"
Recounting the extraordinary life of author Kurt Vonnegut, and the 25-year friendship with the filmmaker who set out to document it.
",Robert Weide & Don Argott,Documentary,usd,250000.0,"Los Angeles, CA",3755,"[117, 190, 311, 211, 1298, 76, 29, 34, 6, 2, 24, 220, 46, 81, 325, 23, 32, 17, 10, 3, 10, 3, 8, 7, 5, 23, 36, 25, 8, 26, 7, 55, 60, 26, 0, 4, 4, 12, 2, 8, 45, 51, 4, 11, 27, 3, 2, 7, 4, 5, 2, 1, 5, 2, 4, 0, 3, 3, 0, 2, 6, 1, 3, 1, 3, 2, 12, 0, 1, 0, 2, 1, 1, 1, 1, 3]","[5.0, 10.0, 15.0, 25.0, 30.0, 35.0, 40.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 48.0, 50.0, 55.0, 60.0, 60.0, 60.0, 70.0, 70.0, 75.0, 75.0, 75.0, 75.0, 80.0, 80.0, 80.0, 90.0, 90.0, 90.0, 90.0, 90.0, 100.0, 135.0, 140.0, 150.0, 150.0, 155.0, 170.0, 170.0, 200.0, 205.0, 210.0, 210.0, 215.0, 220.0, 225.0, 240.0, 240.0, 300.0, 310.0, 350.0, 350.0, 450.0, 475.0, 500.0, 500.0, 500.0, 600.0, 725.0, 750.0, 950.0, 1100.0, 1200.0, 1500.0, 1500.0, 1500.0, 1900.0, 2000.0, 2000.0, 3200.0, 4000.0, 5000.0, 7500.0, 10000.0]",Kurt Vonnegut: Unstuck in Time,/projects/1468288415/kurt-vonnegut-unstuck-in-time
861,179404.0,"
Unspeakable Words is the Call of Cthulhu Word Game! Players earn points based on the number of angles in the letters in their words.
",Playroom Entertainment,Tabletop Games,usd,12000.0,"Los Angeles, CA",3746,"[50, 50, 50, 2183, 1078, 184, 107, 6, 6]","[5.0, 25.0, 30.0, 35.0, 50.0, 65.0, 85.0, 200.0, 200.0]",Unspeakable Words Deluxe Edition,/projects/playroom/unspeakable-words-deluxe-edition
862,517622.0,"
The Legend begins! Play heroes of epic stature in this fantasy boardgame, with high-quality figures and amazing cooperative gameplay.
",Ares Games,Tabletop Games,usd,75000.0,"Camaiore, Italy",3745,"[354, 2166, 334, 71, 731, 24]","[1.0, 99.0, 110.0, 170.0, 199.0, 440.0]",Sword & Sorcery - Epic Fantasy Co-op board & miniature game,/projects/1402889231/sword-and-sorcery-epic-fantasy-co-op-board-and-min
863,81329.0,"
A keyring sized charger that can power up your cell phone for extra talk time whenever you need. Fully rechargeable. Long battery life.
",Devotec Industries,Design,usd,20000.0,"Boston, MA",3737,"[60, 451, 500, 50, 499, 939, 50, 546, 447, 182]","[1.0, 2.0, 15.0, 17.0, 18.0, 20.0, 20.0, 22.0, 39.0, 41.0]",Fuel: The world's smallest cell phone charger,/projects/devotecindustries/fuel-the-worlds-smallest-cell-phone-charger
864,122056.0,"
A comedic look at love between two best friends as their lives head in different directions.
",The Gay Women Channel,Comedy,cad,40000.0,"Toronto, Canada",3737,"[1910, 300, 416, 4, 150, 133, 149, 50, 44, 132, 30, 50, 50, 0, 5, 19, 10, 16, 5, 4, 10, 5, 1, 3, 2]","[12.0, 12.0, 16.0, 16.0, 20.0, 28.0, 32.0, 36.0, 44.0, 48.0, 80.0, 80.0, 80.0, 80.0, 120.0, 120.0, 160.0, 200.0, 240.0, 320.0, 400.0, 400.0, 600.0, 799.0, 3997.0]",Almost Adults Feature,/projects/220469991/almost-adults-feature
865,685853.0,"
Based on the hit comic series The Walking Dead, this is the ultimate survival miniatures game. Will you survive?
",Mantic Games,Tabletop Games,usd,50000.0,"Nottingham, UK",3737,"[161, 1000, 2271, 105, 4, 1, 11]","[75.0, 115.0, 125.0, 275.0, 1275.0, 1750.0, 1750.0]",The Walking Dead: All Out War Miniatures Game,/projects/1744629938/the-walking-dead-all-out-war-miniatures-game
866,107403.0,"
Help us make six VIDEO episodes of the seminal standup and sketch show.
",Richard Herring,Comedy,gbp,100000.0,"London, UK",3736,"[753, 3, 92, 299, 481, 486, 55, 431, 195, 200, 80, 94, 30, 91, 51, 6, 6, 5, 10, 7, 32, 10, 7, 6, 6, 9, 10, 6]","[1.42, 17.0, 17.0, 21.0, 21.0, 28.0, 36.0, 43.0, 50.0, 57.0, 57.0, 71.0, 85.0, 100.0, 100.0, 107.0, 108.0, 128.0, 142.0, 157.0, 178.0, 213.0, 213.0, 249.0, 249.0, 285.0, 356.0, 712.0]",As It Occurs To Me,/projects/467836598/as-it-occurs-to-me
